Ensembl_ID,TCGA-83-3102-01A-01D,TCGA-90-8737-01A-01D,TCGA-77-8153-01A-01D,TCGA-23-5413-01A-01D,TCGA-64-2866-01A-01D,TCGA-95-1759-01A-01D,TCGA-93-5934-01A-01D,TCGA-56-3606-01A-01D,TCGA-31-2985-01A-01D,TCGA-16-8185-01A-01D,TCGA-10-7453-01A-01D,TCGA-27-7877-01A-01D,TCGA-58-6298-01A-01D,TCGA-29-6127-01A-01D,TCGA-26-8892-01A-01D,TCGA-77-7700-01A-01D,TCGA-11-4381-01A-01D,TCGA-56-4147-01A-01D,TCGA-90-2167-01A-01D,TCGA-94-9226-01A-01D,TCGA-32-3868-01A-01D,TCGA-32-6965-01A-01D,TCGA-21-9613-01A-01D,TCGA-10-7710-01A-01D,TCGA-60-5132-01A-01D,TCGA-30-2761-01A-01D,TCGA-22-2417-01A-01D,TCGA-47-4664-01A-01D,TCGA-91-3726-01A-01D,TCGA-64-9931-01A-01D,TCGA-62-8597-01A-01D,TCGA-50-2281-01A-01D,TCGA-64-1218-01A-01D,TCGA-25-4877-01A-01D,TCGA-73-4989-01A-01D,TCGA-94-1294-01A-01D,TCGA-96-2064-01A-01D,TCGA-87-8110-01A-01D,TCGA-28-3355-01A-01D,TCGA-89-8606-01A-01D,TCGA-21-1737-01A-01D,TCGA-48-3162-01A-01D,TCGA-14-5022-01A-01D,TCGA-71-2640-01A-01D,TCGA-35-5827-01A-01D,TCGA-95-4638-01A-01D,TCGA-26-8027-01A-01D,TCGA-18-7401-01A-01D,TCGA-85-1447-01A-01D,TCGA-37-9518-01A-01D,TCGA-21-7226-01A-01D,TCGA-51-9964-01A-01D,TCGA-97-9896-01A-01D,TCGA-26-3357-01A-01D,TCGA-61-4010-01A-01D,TCGA-40-7903-01A-01D,TCGA-37-6415-01A-01D,TCGA-65-6852-01A-01D,TCGA-93-3328-01A-01D,TCGA-16-1121-01A-01D,TCGA-53-1456-01A-01D,TCGA-95-9658-01A-01D,TCGA-20-8620-01A-01D,TCGA-32-2407-01A-01D,TCGA-87-8304-01A-01D,TCGA-52-9574-01A-01D,TCGA-33-2006-01A-01D,TCGA-52-2556-01A-01D,TCGA-62-9203-01A-01D,TCGA-44-3507-01A-01D,TCGA-86-4816-01A-01D,TCGA-83-1601-01A-01D,TCGA-48-3203-01A-01D,TCGA-76-5313-01A-01D,TCGA-29-1063-01A-01D,TCGA-27-2268-01A-01D,TCGA-80-6007-01A-01D,TCGA-26-5690-01A-01D,TCGA-69-1095-01A-01D,TCGA-68-9460-01A-01D
ENSG00000421173,1.11336488578854,7.397339186948,3.80797183975282,1.15692217621463,0.564947181395436,2.56304673524693,1.85446635177371,1.97095578837397,0.653160046151632,6.84634013312217,3.25742925681835,6.02344729931309,4.17524350385585,1.38219686197619,3.04750331693061,0.491046926785377,4.96689091781139,3.85010500419831,3.87623252071528,2.05951979446182,1.8194682052796,0.791919762090987,8.69029320415237,2.11673393176683,2.00215274364958,5.91296213728651,5.14649049040066,2.37342453319499,3.39343674756113,5.9609740927212,4.28539025419888,4.57283080173216,7.38480603122709,7.16031643296785,1.79239784066479,2.57084276963952,4.07238440964184,1.61135693191429,2.20847134556034,6.11814204038038,2.8194917467017,2.98409842523799,1.03049955152792,2.32272407033879,2.83642203672636,1.55284720091517,6.20158324313347,5.89246839597747,2.41578627126411,1.13368307747689,4.14654761437023,0.480400962091186,4.02753243209952,1.27053669772784,1.85654890478691,1.91880996011487,2.03452389657398,3.65022768535959,0.783507121590108,1.58966845865886,5.63058694085168,1.68596457264657,1.51884857302829,7.92543649347395,3.364178435591,2.56181673656065,1.06038864289938,5.43291170306159,1.58166758402702,1.24865947553453,5.04991187700158,0.798992253788532,1.63834614879701,4.13416006377845,2.82867658456103,3.06406429472838,2.98289691297623,1.30577366508185,4.24478001741749,5.11056044227708
ENSG00005788140,9.49384149674504,4.10956552370171,6.31356783706098,0.499055367619361,1.61632182702125,2.01590042049217,3.34579330098902,5.57531278115493,2.11417447980342,2.52984540247495,3.62083959913602,1.41093420272903,2.89216418180618,1.95787642783848,4.34128379893239,2.53548656703398,5.33490783875685,0.763052594261148,3.29783270710975,1.65493334784408,1.14162085386755,5.62369039712052,3.11878791761406,1.0037388749265,5.08685512965992,2.53374982817181,5.28293506426725,1.7478674452359,2.80854008453151,0.658648161233943,1.20900103037532,0.283021243935852,2.68029968542271,1.12553398327846,3.8213237689491,3.95757019370397,8.82082751902154,3.81778959911044,6.71336730915164,2.359092432773,1.27313942468304,2.54278961881574,2.47728749960921,3.12280812932547,6.10619462952814,9.99706010689256,3.13316365994355,1.97768585966374,2.42845743633906,2.37058685427361,1.95617967606249,3.17901118968615,3.88527094465184,2.99162567243682,1.23637118328949,4.40299590061766,1.52176668446333,0.64043516479793,2.24532614690592,1.1224729757313,2.88100651395807,0.395520295006306,2.9016493092273,2.13594138901839,2.1206294408431,2.92804968961598,5.87163158351766,1.59241737906654,2.23733995996444,3.08007750355255,3.10734950250864,7.30346879880391,7.78722029750998,1.2575155626079,3.87710059665873,2.06143601337538,2.22994327762947,7.71884883354728,5.42290060635982,8.95647133577134
ENSG00003540300,1.66330209734408,3.64890144443942,3.82162267662187,2.00200194243366,2.66494759004359,0.67590527035627,2.36656710671994,4.36358113610803,3.44566144260931,1.06917818461746,0.743633653707448,10.3629039415001,11.0657079477513,0.58829660173,2.50049084490395,5.6245759035054,3.79892670706768,4.09396397651607,1.52843556344935,0.941334268912341,0.39879102591294,2.33800580317613,5.5148037974664,0.292992276481474,7.31851824895337,5.44752535219578,0.896887932876016,1.58392940233029,3.10070479868542,1.07578782724649,2.28056726608858,8.73640191559905,15.5096208403719,5.33588693521424,7.44848575614037,3.01981981874323,1.3082177133694,1.17527354398537,2.58586527146598,1.13906810427031,4.05102007145279,1.90565134853095,3.93693022481525,2.96618877910765,2.43868455032096,1.62584170727021,4.72901278956899,3.56667844514032,4.33261087563352,7.40533006024387,17.9480036256273,1.28000460697199,2.2649855899979,5.88979731487206,2.84953386821745,2.29565370969672,15.1952960360553,0.992422155406704,8.66092806798892,3.98321574894431,4.78557863318358,6.25602303827398,0.53037903686046,1.5978877568214,5.17362397956001,1.709428895239,4.89853457893592,5.38748119755299,4.83092635294491,0.928525022423793,3.73825748631912,3.2968393831385,4.37074926780699,4.2195553637743,7.89591233950476,3.44366103935042,1.51011568932601,3.54639707082718,4.14249427600513,3.55170911810999
ENSG00005520463,2.77361573707451,3.16288578968216,0.995220072771392,1.54551962169342,8.59855470449321,0.664342794502673,4.11133287069644,3.57793617336788,1.46148623977679,1.35366156661902,3.42467308465966,1.07159729996922,2.44834643498557,0.664687998034607,3.75182939075162,3.42454584193894,2.78174621385481,0.683356391377332,2.77003842584431,3.53433039391377,1.71857138171153,2.12600790290075,5.37323483433658,1.50698103375771,2.16832734799842,1.54533641167664,3.04568968803098,16.0397677057126,3.75648445371708,2.30573216888259,2.87193521026343,1.57834551466171,7.3961956978266,1.21693419612115,5.9391049171518,5.29466612211103,0.682741305032807,3.39841761938181,1.76092711524005,0.888471705149291,11.6829186073198,2.76232720530598,0.641498451221991,2.38872920380016,2.05617227171196,1.81259721342531,4.9679340469585,1.91256029787037,11.8243647158927,6.67443711628046,2.02953914235384,3.02178574962252,3.93671334257782,1.80610493607509,1.53029512089512,4.52624423815709,2.6554033499281,1.7310629305774,9.19773351904482,7.50934318380769,1.74161804283108,4.85973201974837,1.09528679793506,1.42400532284458,1.58112658212362,6.47627462859924,2.81517051367452,9.49073634525601,4.92027623858971,3.42335706010111,1.71047673229513,4.2657331233427,3.49506366031046,5.42906625865937,6.7298252826734,10.6700036911462,0.350815813365023,2.86350157477118,7.826629191728,2.37339987218921
ENSG00009163993,2.04231793460278,0.769362997369974,2.2865125676188,1.09464010015331,1.36548879868245,7.52374879472659,3.14289305116253,2.64150834567661,1.52464528046625,4.90226734911543,8.83432098375042,1.19480707913561,29.5019777308531,1.94406851035032,0.609682169952548,5.26930448485488,2.08942606741435,4.38450740108812,7.70755083256867,1.21486176685374,1.82078290868556,3.64811775406402,2.04313178747917,1.63639220984382,4.93598821642935,0.736458913820289,1.49673884454741,2.44271899796129,3.69246748582819,2.99739735946406,2.35601789453661,2.94955776924224,0.269782768600219,3.39851031130891,2.74322915528177,2.45611180507923,2.89325494711921,3.9134913939809,2.57370347759333,2.51694847779743,8.54995180272634,2.24598488829592,0.610949905966383,1.55027926832968,4.67965389869086,2.6986075346927,7.96473456647921,0.467445602455003,11.2168908844915,2.47754278645563,0.576690875114635,1.11345994440878,3.40137706813997,1.88016992969795,2.95261064121691,0.865192431660576,2.40718040793087,2.96198537031068,3.01072586448365,5.66371007415984,2.09016556033012,5.35213330831962,3.28381743194976,1.84889418630179,0.995389678668873,1.90289319834646,7.21747001246109,0.763309948801858,5.0594558043886,9.80858262742628,5.11141119331174,0.519760552498925,5.43258247168139,0.844917204652338,4.92829199008171,1.78770459001174,0.395278215055432,4.57194335082618,2.91275985272279,2.64919730359213
ENSG00007150079,1.70035507936898,1.75896848846959,1.02313290661832,4.5111501698541,1.60005341966082,2.60107359082094,5.53113220627911,0.369807062425642,9.36792450504639,2.58121303691807,6.14677963890055,1.98110796915499,1.9784745523137,5.15416810626628,4.17701264704483,8.17823225053324,5.86206378797523,3.38724224162803,3.73071144344075,0.730177487982151,2.43420676023876,1.14069226641286,10.6441632965478,1.45473442939899,3.59314153493922,7.37982737936965,1.34533553333185,0.687281855027922,2.29390679965375,11.0596472302318,3.84261724726682,6.67770260508868,2.24378548553159,4.74095097089659,1.31127664651077,1.14938514016846,1.82634898174569,5.17294457707174,1.14643144477187,0.389060363830174,0.750087849239761,1.89648557953945,1.61538373478402,2.82884601590038,4.19689694146945,6.63450091446593,0.409523350008582,2.21648064012366,2.84032830216243,8.07686158807868,3.0318736659017,1.6693705668937,0.345676017544671,5.46758673135202,2.59974216598603,10.0293308853234,0.660757072981215,2.40083532903411,5.34283830888906,7.7055593684257,1.40706575427671,5.35546877021801,5.31409267398134,4.84368295469163,7.95034248366682,1.13891027332016,7.35421204533761,3.22019118842853,3.49269904041637,5.6627453551839,2.76753059793623,3.71026274045622,1.66916687182158,2.53608339018751,3.63514441090173,3.07341317087652,8.76273511962077,2.95492772923562,4.80135977553623,7.02017134969679
ENSG00008379945,0.601407529614438,6.08700221207531,6.06130972534344,1.39583263806318,2.78599962558524,1.40576046335929,4.58365263613686,1.55799303637794,1.88006690098018,1.85616211391958,0.914148061473268,1.16775123040923,7.09854293491839,9.84797447656674,4.90975529104698,0.328512643931054,1.1439607298943,3.29768318278127,5.81576434871227,13.0813634176564,7.46077230224697,4.72809716420669,0.690362289101862,5.05902062150973,8.29031626842858,15.0776784294893,1.3195033623979,4.56043351200677,1.83204184261507,8.21358855590574,2.58428680765236,1.6473652328734,7.06553289249462,5.2711923226057,1.7645988918765,3.53307667535678,6.58751034049729,1.70244959127826,2.35149044090277,4.58988513498621,3.24968101832384,3.40979327730791,2.03894125849968,14.927674145157,9.30627254316845,1.72175605982347,12.0810583665897,3.16799641711391,1.59808202937993,0.762640626404631,1.82854354896052,3.49925693978907,1.72398114347837,2.0008361915815,2.40266688451604,6.49440038069643,1.50257202816372,1.01182987664669,5.05574328178668,12.6449156644157,1.79143946733865,12.4579909303506,3.05421198813707,2.19786683749049,2.15600842948663,1.41926483025572,4.7667042226247,4.08422600029958,3.94759403873397,4.24486210863432,3.80051883315715,4.06437896524581,0.57323674412224,1.53326053818585,3.2231561535902,2.40017602169061,1.71487121580015,0.622888706170331,1.17144618690405,4.06938721320685
ENSG00005016588,1.75194365510769,3.17913313702413,1.98969332829053,4.77256408444512,2.62816615679523,3.33880138460607,1.740633896478,7.58739408410586,9.86974573278647,3.98182175942045,2.23644821370778,2.96748986625967,0.347106454352527,7.50873322121297,1.19714831432499,0.923854979700914,1.8229601296101,0.583477404803761,1.87100902833218,2.70814639376835,1.63398172680999,0.431322272905617,4.70898609182515,2.16124855608077,2.44761153966982,1.33223965208192,0.583595614085034,0.764723052921102,3.54262652617215,10.000398072866,9.70601210091883,3.1274520878549,2.0990038638921,1.23209480421115,6.70245291953856,1.20092131249428,10.9218470557866,1.85779127252084,0.701995274962539,4.15224304596676,1.95754410725408,4.17467142129314,3.96175291922825,10.2890605729987,5.914664575394,6.49386120782772,4.85377953278933,2.92299041211948,4.32281642719138,8.85162762140461,2.64208427301887,1.97236958615291,0.714822982539963,19.0668085528946,3.93514273352816,2.85509325062465,1.94262388207956,2.19696475820206,2.89723605295966,5.42099747441276,1.94970023016698,0.858919300696088,2.06544787897912,2.42737918395898,1.87749088696121,10.2846413035507,5.22839370264456,6.81599913282374,4.08183410764584,0.917695426858028,17.3779814610339,2.69789051506102,9.21258973643279,1.18711393662756,5.98183583248685,1.64021405365317,1.91825019466169,2.91373523732593,1.60672250001494,6.9609343220753
ENSG00006445284,6.63150824640835,0.985427942966721,2.31569573056613,4.54871179927426,1.87995414026209,2.63615249486898,1.7620268887402,2.18299776124943,6.40017296501591,3.2797656852321,1.43104991994626,0.887841036341035,3.85349464415477,12.6411652755319,0.859443583532791,0.611690682650611,1.65681477591267,3.04187703518586,4.38227454511867,10.4894542348339,1.44240961955901,0.874034940409263,28.8080057061881,0.91218458752754,1.63618100354307,0.921642867871153,2.83559761700214,4.15130345654912,0.407907460701438,3.34089939015609,1.59008203130756,2.61554458268983,2.12690868682003,0.905297455015285,2.56841391110981,2.3367113367021,4.90283657670368,2.98947101910865,4.35660744062867,0.922179938944255,7.03715819693001,1.70911291041439,5.13031304319134,2.31324866028193,1.82126942503384,0.940622769924333,3.00682049975459,4.13045877617938,7.73419490797023,4.24682371756735,1.42509785468493,2.70173612834419,2.97593602287623,6.36574595279049,2.12772374957502,4.76491225755615,1.20682305596701,1.01277814685544,4.61743927461685,2.76146494049255,0.451453883888175,1.46120301465483,2.11468406472553,0.933147474119304,1.12689778232921,3.53191967875972,0.67039162520416,2.1007938931666,1.57146220180076,2.25170909737664,0.687563619705899,0.763350985611496,2.36461847959513,3.16348841876026,1.17819068628304,4.59468031501115,5.39639163863775,6.99444997029758,1.66469617117966,3.58955905732686
ENSG00005256355,5.49706672356358,5.07260484633461,2.08010067491183,2.38911643132792,2.96261475156161,1.60862469761663,7.13864336634635,3.97960241031,4.27067565874698,5.07542705596868,6.00721619430334,2.57782792664778,1.5162397213291,4.11646608715037,3.24710464904843,7.06214484922861,1.10620971611073,0.454914007207669,1.54164872869581,4.64868431398378,2.93055259751927,2.94155861555359,0.703659842832714,4.83612024059759,5.41669108282015,2.96897136573259,3.43860771240277,5.62695343032762,2.19049837932277,1.06921483000944,6.87960884962699,1.82133247863581,1.43092302848838,6.616614062425,1.26491258150708,2.07422814987704,6.15911025853522,3.45271796635383,1.50524145492594,1.37091130467601,3.6353556326726,0.484154353126143,0.848494046571389,0.350137908138891,8.70111588309355,7.89445378581099,3.79481011128489,1.24210444017042,0.990283189788838,5.45126067533469,1.14451587976168,1.94532125480404,6.70258915941818,2.29105604088149,10.8179210825916,5.83406875952116,3.38213699854803,5.94480404974747,1.58663184332977,3.10106600268718,2.9536518854369,10.9806693225062,2.59974805953806,1.93259816790693,1.00504506527167,4.31159395777477,7.89523939133663,0.516102943447096,2.5684635096614,3.19667644287314,1.84365994310492,1.53540029922909,2.14488783883914,1.69198542032921,5.83371250052019,6.48245940092698,11.2703224557611,1.98707938142717,1.55621330565619,5.28571284630446
